DOCUMENTO;ZONAFRANCA?;FECHA;CLIENTE;NOMBRE;BUQUE;ARTICULO;DESCRIPCION;UD;UNIDADES;KG.BRUTOS;KG.NETOS;KG.FACTURAR;P.V.P.;DTO.;IMPORTE;P.COSTE
23924;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;2AA;MARGARINA TULIPAN 1/400GR;U;32;16;12.8;;3,25;;128;2,35
23931;N;02/01/2023;823;PESQUERA VELASCO, C.B.;BONITO II;EU0;TUBO PLASTICO TRANSPRENTE 80cm;K;1;27;26;26;3,2;;83,2;2,25
23931;N;02/01/2023;823;PESQUERA VELASCO, C.B.;BONITO II;B41;HUEVO EN POLVO G.BLANCA 1/340G;U;1;0.5;0.34;;13,35;;13,35;9,53
23931;N;02/01/2023;823;PESQUERA VELASCO, C.B.;BONITO II;512;PEPSI COLA LATAS 24/33cc;U;1;9;7.92;;0,6;;14,4;0,44
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;416;LECHE ENTERA BRIK 6/LITRO;U;50;300;300;;1,17;;351;0,9
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;695;PIMIENTOS ROJOS;K;2;10;10;10;1,8;;18;1,2
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;611;PIMIENTOS VERDES;K;2;10;10;10;1,5;;15;1
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;613;PLATANOS FRESCOS;K;2;30;30;24;2,2;;66;1,1
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;349;REPOLLOS;K;3;45;35;40;1,68;;58,8;1,2
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;OY9;PIZZA CUATRO QUESOS 1/400GRS;U;16;16;3.88;;2,76;;44,16;2
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;ET0;BASE TARTA 3UNDS. 400GRS;U;2;2;2;;2,66;;5,32;1,74
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;BL4;NOCILLA CHOCO BOTE 650gr;U;24;24;24;;5,5;;132;3,79
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;HW9;AZUCAR GLASS BOTE 500GRS;U;1;0.6;0.5;;2,41;;2,41;1,69
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;606;AJOS;K;3;4.99;4.99;5;5,22;;26,05;3,6
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;767;APIO;K;1;3;2.81;3;2,1;;5,9;1,4
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;926;CEBOLLAS;K;4;50;50;;1,19;;59,5;0,85
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;707;HUEVOS ESTUCHADOS 1/DOCENA;U;60;54;48;;2,45;;147;1,8
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;15R;LECHUGA ICEBERG;U;8;1.6;1.6;8;1,4;;11,2;1
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;810;MANZANA VERDE;K;3;39;39;42;1,6;;62,4;1
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;630;NARANJAS;K;3;24;23.7;44;1,82;;43,13;1,15
23932;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;933;PATATAS FRESCAS;K;8;150;150;;0,84;;126;0,6
23933;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;CN9;ESTROPAJO AJAX JABONOSO 7/UND;U;1;1;1;;1,25;;1,25;0,89
23933;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;Q80;PALILLERO REDONDO C/200und.;U;6;0.6;0.33;;0,98;;5,88;0,7
23933;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;EP5;SECADORA;U;1;7;7;;241;;241;193
23933;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;EP6;LAVADORA 5 KGS;U;1;6;6;;245;;245;196
23933;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;0QN;ESPUMA POLIURETANO;U;2;2;2;;5,9;;11,8;3,7
23934;N;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;0JN;GRAPA NIQUEL 4.2X18 C/500;U;6;6;6;;0,122;;330;0,0873
23934;N;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;2GC;GRAPA COBRE 4.2x18 C/500und;U;4;8;8;;0,181;;320;0,0834
23934;N;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;0JN;GRAPA NIQUEL 4.2X18 C/500;U;8;8;8;;0,122;;440;0,0873
23934;N;03/01/2023;1007;PESQUEIRA ILHA BRAVA, LDA.;ILHA BRAVA;1ZO;CAJA C.120x100x94 C/T+V+PALLET;U;1;24;24;;65;;65;54,26
23938;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;DR7;HELADO BARRA VAIN/CHOCO Litro;U;4;4;4;;1,25;;5,8;1
23938;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;Q69;ENSALADILLA CONGELADA 4/2500gr;K;1;10;10;;1,35;;13,5;1
23938;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;D69;ANILLA CALAMAR CONGELADA;K;4;24;24;20;7,35;;137,28;5,65
23938;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;Q76;MENESTRA VERDURAS 4/2500gr;K;1;10;10;;1,58;;13,8;1,17
23939;N;02/01/2023;823;PESQUERA VELASCO, C.B.;BONITO II;IA5;AQUARIUS NARANJA LATA 24/33cl;U;1;24;24;;0,77;;16,56;0,57
23940;N;02/01/2023;2;PESCARIAS VAZ SL;SIEMPRE LAGOAL;297;TRINA NARANJA LATA 24/33cc;U;4;32;31.68;;0,51;;48,96;0,42
23940;N;02/01/2023;2;PESCARIAS VAZ SL;SIEMPRE LAGOAL;757;NESTEA LIMON 24/33cc;U;2;18;15.84;;0,68;;32,64;0,56
23940;N;02/01/2023;2;PESCARIAS VAZ SL;SIEMPRE LAGOAL;762;FANTA NARANJA LATAS 24/33cc;U;8;64.61;63.36;;0,48;;92,16;0,4
23940;N;02/01/2023;2;PESCARIAS VAZ SL;SIEMPRE LAGOAL;IM8;LECHE DESNATAD. S/LACTOSA 6/LT;U;4;28;24;;1,17;;28,08;0,97
23940;N;02/01/2023;2;PESCARIAS VAZ SL;SIEMPRE LAGOAL;DL2;CERVEZA AURUM 0,0% 24/33cc;U;5;40;39.6;;0,29;;34,8;0,23
23941;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;BX2;PIZZA FRESCA POLLO 410Grs;U;9;3.85;3.69;;3,25;;29,25;2,5
23941;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;2,00E+04;LENTEJA FCO.570GR.;U;5;5;2.85;;1,2;;6;0,89
23941;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;762;FANTA NARANJA LATAS 24/33cc;U;12;96.92;95.04;;0,53;;152,64;0,39
23941;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;1TR;CAVA FREIXENET BRUT 1/75CL;U;18;18;13.5;;4,8;;86,4;3,99
23941;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;1LD;CAVA FREIXENET ROSE 1/75CL;U;3;2.4;2.25;;7,7;;23,1;6,4
23942;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;2DV;"MOSQUETON 20x80+SBL ""A"" C/100";U;1;1.5;1.5;;0,57;;57;0,39
23942;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;0KM;GRAPA COBRE 1.5x16 C/2.000Und;U;-1;-10;-10;;0,059;;-117,99;0,034
23942;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;2DV;"MOSQUETON 20x80+SBL ""A"" C/100";U;-2;-3;-3;;0,57;;-113,99;0,39
23942;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;EY3;BOYA CC-2 RAYADA;U;1;1;1;;27;;27;20,05
23942;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;1NL;PLANCHA GOMA NEGRA 3mm.;K;1;1;1;8.40;14,63;;14,63;10,6
23942;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;H95;VARA BICHERO 4x33;U;1;1;1;;8,45;;8,45;6,5
23942;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;Y83;MALLA NASAS AM 25G/30A R/500mt;U;-6;-81;-81;;49,41;;-296,45;41,25
23944;N;04/01/2023;1216;PESCARIAS LUIS JOSE DE MATOS LDA.;EL MAR PORTUGUES;GS5;TUBO PLASTICO AZUL 60cm;K;1;25;25;23.5;3,2;;80;2,3
23944;N;04/01/2023;1216;PESCARIAS LUIS JOSE DE MATOS LDA.;EL MAR PORTUGUES;EC5;TANZA 3.00 NEUTRA 1/500mt;K;5;26;24.5;21.8;6,6;;161,7;4,86
23945;N;02/01/2023;2;PESCARIAS VAZ SL;SIEMPRE LAGOAL;0FL;BASE PIZZA 4/125gr CONGELADA;U;3;1.5;1.5;;2,1;;3,6;1,75
23946;N;05/01/2023;1216;PESCARIAS LUIS JOSE DE MATOS LDA.;EL MAR PORTUGUES;AM2;"CAMARON ""M"" CONGELADO";K;3;3;3;;65;;195;52
23946;N;05/01/2023;1216;PESCARIAS LUIS JOSE DE MATOS LDA.;EL MAR PORTUGUES;C77;VIEIRA CONGELADA;K;1;10;10;;6,75;;67,5;5
23946;N;05/01/2023;1216;PESCARIAS LUIS JOSE DE MATOS LDA.;EL MAR PORTUGUES;BO4;REFR/ENERGY POWERKING 24/25cc;U;20;120;120;;0,5;;240;0,36
23947;N;04/01/2023;1208;KARPAL PESCAS LDA;SONHO DA INFANZA;A39;CALDO POLLO 12 PASTILLAS;U;1;0.1;0.08;;0,66;;0,66;0,49
23948;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;SR4;WHISKY CHIVAS 21 R.SALUTE 70CL;U;1;0.75;0.7;;90;;90;81,82
23948;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;940;CARDHU MALTA 12Y 43§ 1/700cl;U;6;4.99;3.99;;25;;150;20,65
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;0MI;VINO BLANCO DON SIMON 1/LT;U;24;24;24;;1,46;;32,4;1,08
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;Q58;FIAMBRE MAGRO-JAMON YORK;K;1;8;8;4;4,9;;39,2;2,732
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;Q63;PECHUGA PAVO FIAMBRE;K;4;34;32;17.3;9,08;;290,56;6,723
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;761;SEVEN UP EN LATAS 24/33cc;U;4;33.6;31.68;;0,46;;44,16;0,32
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;762;FANTA NARANJA LATAS 24/33cc;U;2;16.15;15.84;;0,53;;24,48;0,39
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;0GA;LECHE SEMI PASCUAL 6XLT;U;14;84;84;;1,25;;94,08;1
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;DW0;ZUMO DON SIMON NARANJA 12/LT;U;7;84;84;;1,24;;104,16;0,92
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;BS7;ZUMO DON SIMON PI¥A 12/LT;U;2;24;24;;1,24;;29,76;0,92
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;300;ZUMO NARANJA 12/LITRO;U;5;60;60;;1,33;;91,2;0,7
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;AT6;CHORIZO BARRA REVILLA;K;1;6;5.85;1.70;12,19;;71,31;8,09
23949;N;03/01/2023;1003;FASCINIOS DO MAR LDA.;FASCINIOS DO MAR;D73;SALCHICHON BARRA;K;1;4;3.78;1.6;6,68;;25,25;4,725
23950;n;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;DU5;CERVEZA 1906 LATA 24/33cc;U;2;48;48;;0,97;;40,8;0,74
23950;n;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;DU4;CERVEZA 1906 BOTELLA 24/33cc;U;7;28;28;;0,99;;166,32;0,762
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;02W;"MUELA GRAPADORA ""A"" 4.20mm";U;1;1;1;;31,5;;31,5;25,2
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;MICRALAX CITRATO/LAURIL SULFOAC;U;1;1;1;;19,63;;19,63;15,7
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;DICLOFENACO 11.6MG/G GEL CUTAN;U;1;1;1;;5,12;;5,12;4,09
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;METAMIZOL 575MG 20 CAPSULAS;U;1;1;1;;2,83;;2,83;2,26
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;TRAMADOL CINFA 50MG 20CAPSULAS;U;1;1;1;;3,13;;3,13;2,5
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;LORAZEPAM 1MG 25 COMPRIMIDOS;U;1;1;1;;1,72;;1,72;1,37
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;DIAZEPAM 10MG 25 COMPRIMIDOS;U;1;1;1;;2,2;;2,2;1,76
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;VALIUM 10MG 5 AMPOLLAS INYECT.;U;1;1;1;;4,38;;4,38;3,5
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;SULPIRIDA KERN 50MG 30CAPSULAS;U;1;1;1;;2,37;;2,37;1,89
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;DOGMATIL 50MG 12 AMPOLLAS INYEC;U;1;1;1;;7,73;;7,73;6,18
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;CETIRIZINA 10MG 20COMPRIMIDOS;U;1;1;1;;3,9;;3,9;3,12
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;BOTIQUIN;U;;;;;;;0;
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;URBASON 40 MG 1 AMPOLLA POLVO;U;3;3;3;;1,85;;5,55;1,48
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;ROMILAR 15MG 20 COMPRIMIDOS;U;1;1;1;;4,42;;4,42;3,53
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;ACETILCISTEINA 600 MG 20 SOBRES;U;1;1;1;;5,32;;5,32;4,25
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;TOBREX 3 MG UNGUENTO OFTALMICO;U;1;1;1;;3,13;;3,13;2,5
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;COLIRCUSI FLUOTEST 2.5MG+4MG CO;U;1;1;1;;4,42;;4,42;3,53
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;EURARTESIM 320 MG 40MG 12COMPRI;U;1;1;1;;74,99;;74,99;59,99
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;MUPIROCINA ISDIN 20MG POMADA 1T;U;1;1;1;;9,4;;9,4;7,51
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;CLOVATE 0.5MG CREMA 1TUBO 30G;U;1;1;1;;3,27;;3,27;2,61
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;OTC ANTIPIOJOS PERMETRINA 1.5%;U;1;1;1;;12,45;;12,45;9,95
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;TIRA REACTIVA COMBUR-9 TEST 50U;U;1;1;1;;63,88;;63,88;51,1
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;EN3;MAQUINILLA DESECHABLE P/10 UND;U;10;10;10;;2,1;;21;0,78
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;TIRAS REACTIVAS GLUCEMIA ONETOU;U;1;1;1;;58,27;;58,27;46,61
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;ENVASE PARA RECOGIDA MUESTRAS;U;1;1;1;;0,63;;0,63;0,5
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;NEXCARE STERI STRIP SUTURA CUTA;U;1;1;1;;7,38;;7,38;5,9
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;BISTURI ESTERIL CORYSAN N§15;U;1;1;1;;8,13;;8,13;6,5
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;SONDA VESICAL LATEX FOLEY RUSCH;U;1;1;1;;2,82;;2,82;2,25
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;VINCISEPTIL OTICO GOTAS OTICAS;U;1;1;1;;8,69;;8,69;6,95
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;ORALDINE ANTISEPTICO 1 ENV.200M;U;1;1;1;;7,88;;7,88;6,3
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;AMOXICILINA 1000MG 30COPRIMIDOS;U;1;1;1;;7,14;;0;5,71
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;DICLOFENACO LEPORI 1MG COLIRIO;U;1;1;1;;9,4;;0;7,52
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;JERINGA ACOFAR 5ML A:40X0.8;U;1;1;1;;0,38;;0;0,3
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;1EW;CEPILLO DENTAL PACK/3;U;4;4;4;;1,88;;7,52;0,7
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;GUANTES DE LATEX CIRUGIA ESTERI;U;1;1;1;;0,94;;0;0,75
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;LINITUL 20APOSITOS IMPREGNADOS;U;1;1;1;;16;;0;12,8
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;AGUJA EPICRAN 21GX0.75 8X20MM;U;1;1;1;;1,88;;0;1,5
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;TIMOFTOL 2.5MGML COLIRIO 1 FRAS;U;1;1;1;;10,09;;0;8,07
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;EQUIPO INFUSION INTRAFIX AIR;U;1;1;1;;0,88;;0;0,7
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;235;PASTA DENTIFRICA 75ml;U;20;20;20;;1,19;;23,8;0,59
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;RW6;PINZA BARBACOA INOX;U;1;1;1;;4,52;;4,68;3,27
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;w52;CLEXANE 8000 UI(80MG)2JERINGAS;U;2;2;2;;14,34;;28,68;11,47
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;CAPTOPRIL 25MG 60 COMPRIMIDOS;U;1;1;1;;4,42;;4,42;3,53
23951;N;16/01/2023;443;PESQUERIAS AMEVID, S. L.;AMEAL;W52;ALMAX 50 MG 48 COMPRIMIDOS;U;1;1;1;;13,68;;13,68;10,94
23952;N;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;DU5;CERVEZA 1906 LATA 24/33cc;U;1;24;24;;0,97;;20,4;0,74
23952;N;03/01/2023;474;PESQUERA LOLO, S. L.;SEGUNDO RIBEL;183;KAS MANZANA LATAS 24/33cc;U;1;24;24;;0,46;;11,04;0,34
23953;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;723;COLCHON ESPUMA C. ROCA 70X180;U;10;100;100;;57,4;;574;41
23953;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;SP3;ALMOHADA FIBRA SWING 67/70;U;13;13;13;;5,6;;72,8;4
23953;N;05/01/2023;855;PESQUERA LELOMAR, S.L.;NUEVO SALMON;EJ8;FUNDA COLCHON ROCA 70;U;13;6.5;6.5;;8,4;;109,2;6
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;IA2;NESQUIK BOTE 1/700GRS;U;12;12;9.6;;5;;56,04;3,7
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;BX2;PIZZA FRESCA POLLO 410Grs;U;19;8.14;7.79;;3,25;;61,75;2,5
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;W52;BOTIQUIN;;;;;;;;0;8,61
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;W52;FRENADOL DESCONGESTIVO 16 CAPS.;U;6;6;6;;13,69;;82,14;10,95
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;W52;AMOXICILINA/ACIDO 30 SOBRES;U;3;3;3;;7,3;;21,9;5,84
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;W52;BENZETACIL 24000.00VI 1 VIAL;U;4;4;4;;5,09;;20,36;4,07
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;W52;PROPALCOF 15MG/5ML JARABE;U;1;1;1;;9,98;;9,98;7,98
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;W52;ROMILAR 15 MG 20 COMPRIMEDOS;U;1;1;1;;4,42;;4,42;3,53
23954;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;W52;ORALDINE ANTISEPTICO 200 ML;U;2;2;2;;7,88;;15,76;6,3
23955;N;03/01/2023;1268;B.P.L.BALEEIRA PESCAS LTD;NOSSA;762;FANTA NARANJA LATAS 24/33cc;U;9;72.69;71.28;;0,54;;103,68;0,4
23955;N;03/01/2023;1268;B.P.L.BALEEIRA PESCAS LTD;NOSSA;W37;RED BULL LATAS 24/250cc;U;1;7;6.75;;1,27;;29,76;0,97
23955;N;03/01/2023;1268;B.P.L.BALEEIRA PESCAS LTD;NOSSA;757;NESTEA LIMON 24/33cc;U;9;81;71.28;;0,75;;153,36;0,56
23957;N;03/01/2023;1244;PESCARIAS EUREKA LDA;NOVO LAGOAL;W37;RED BULL LATAS 24/250cc;U;1;7;6.75;;1,17;;27,12;0,97
23957;N;03/01/2023;1244;PESCARIAS EUREKA LDA;NOVO LAGOAL;762;FANTA NARANJA LATAS 24/33cc;U;13;104.99;102.96;;0,48;;149,76;0,39
23958;N;04/01/2023;1208;KARPAL PESCAS LDA;SONHO DA INFANZA;ET2;MANTEQUILLA CLAS 1/250GRS;U;8;2.66;2;;4,12;;29,36;3,05
23958;N;04/01/2023;1208;KARPAL PESCAS LDA;SONHO DA INFANZA;745;LECHE SEMIDESNATADA 6/LITRO;U;2;12;12;;1,13;;7,56;0,87
23958;N;04/01/2023;1208;KARPAL PESCAS LDA;SONHO DA INFANZA;OW0;MORTADELA PAVO FIAMBRE;K;1;6;3.5;3.5;6,96;;19,15;5,15
23958;N;04/01/2023;1208;KARPAL PESCAS LDA;SONHO DA INFANZA;C¥4;RECOGEDOR MANO GRANDE;U;3;3;3;;1,03;;2,84;0,744
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;Z83;GORRO FRIO T/L;U;2;2;2;;5,49;;10,98;2,35
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;404;PORTES VIGO - MARTIN;U;1;1;1;;30;;30;7,2
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;404;PORTES VIGO - MARIN;U;1;1;1;;30;;30;7,2
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;Z83;GORRO FRIO T/XL;U;4;4;4;;5,49;;21,96;2,35
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;Z83;GORRO FRIO T/XXL;U;3;0.6;0.6;;5,49;;16,47;2,35
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;1QO;CALCETIN FRIO GRUESO 39-42;U;8;8;8;;6,52;;52,16;4,2
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;1QO;CALCETIN FRIO GRUESO 43-46;U;24;24;24;;6,52;;156,48;4,2
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;F09;PARKA HELSINKI T-L;U;2;2;2;;69,75;;139,5;45
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;F09;PARKA HELSINKI T-XL;U;2;2;2;;69,75;;139,5;45
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;F09;PARKA HELSINKI T-2XL;U;2;2;2;;69,75;;139,5;45
23959;N;13/01/2023;1238;VIA OCEAN -- ETS DE CONCARNEAU;VIA AVENIR;F09;PARKA HELSINKI T-3XL;U;3;3;3;;99;;297;45
23960;N;11/01/2023;1220;PESCARIAS JEM LTDA;VERDEMILHO;2D0;ESTROPAJO C/SALVAU¥AS Und.;U;20;4;4;;0,8;;5,8;0,217
23960;N;11/01/2023;1220;PESCARIAS JEM LTDA;VERDEMILHO;CN9;ESTROPAJO AJAX JABONOSO 7/UND;U;4;4;4;;1,16;;4,64;0,76
23960;N;11/01/2023;1220;PESCARIAS JEM LTDA;VERDEMILHO;17U;CAJA POLIESPAN C/TAPA;U;1;0.33;0.33;;12,55;;7,1;8,95
23961;N;04/01/2023;1115;MENSAGEIRO-EMPRESA DE PESCA, LDA;CARMEN;37;DOSIFICADOR DE JABON PLASTICO;U;1;1;1;;20,69;;26,28;14,99
